Campaign_ID,Customer_ID,Campaign_Type,Campaign_Objective,Campaign_Cost_INR_x,Campaign_Duration_Days,Impressions,Clicks,Device_Type,Time_of_Day,CTR,Age,Gender,City_Tier,Marital_Status,Has_Kids,Annual_Income_INR,Customer_Tenure_Months,Loyalty_Tier,Purchase_Made,Purchase_Value_INR,Discount_Applied_Percent,Payment_Mode,Repeat_Purchase_30_Days,Net_Revenue_INR,Campaign_Cost_INR_y,ROI_INR,Income_Segment,Campaign_Date,Month,Month_Num
50241,11241,Influencer,Awareness,1212,11,25713,2178,Desktop,Night,0.0847042352117605,54,Female,Tier 2,Married,0,1876601,89,Bronze,1,24223,15,Credit Card,1,20589.55,1212,19377.55,>10L,2032-11-09,Nov,11
50242,11242,Email,Conversion,928,3,110589,1812,Desktop,Morning,0.0163849930824946,32,Male,Tier 2,Married,0,1087749,91,Silver,1,24450,10,UPI,1,22005.0,928,21077.0,>10L,2032-11-24,Nov,11
50243,11243,SMS,Awareness,1214,20,54387,571,Mobile,Afternoon,0.0104988324415761,48,Female,Tier 2,Married,1,1540367,18,Silver,0,2352,15,Credit Card,0,0.0,1214,-1214.0,>10L,2032-12-09,Dec,12
50244,11244,Email,Awareness,783,27,45572,4140,Mobile,Evening,0.0908452558588607,25,Female,Tier 1,Single,1,1817619,48,Silver,0,5729,0,UPI,0,0.0,783,-783.0,>10L,2032-12-24,Dec,12
50245,11245,Influencer,Awareness,939,7,46191,5229,Mobile,Night,0.1132038708839384,59,Female,Tier 3,Married,1,2935235,33,Bronze,1,13440,15,Credit Card,0,11424.0,939,10485.0,,2033-01-08,Jan,1
50246,11246,SMS,Awareness,439,14,116791,7789,Mobile,Morning,0.066691782757233,52,Female,Tier 3,Married,0,901037,14,Gold,0,23150,0,Debit Card,0,0.0,439,-439.0,6-10L,2033-01-23,Jan,1
50247,11247,Email,Retention,358,17,113503,4255,Mobile,Night,0.0374879959120023,51,Female,Tier 1,Married,1,1881711,73,Platinum,1,21479,15,Credit Card,0,18257.15,358,17899.15,>10L,2033-02-07,Feb,2
50248,11248,Influencer,Awareness,1670,22,78749,6014,Mobile,Night,0.0763692237361744,35,Female,Tier 1,Single,0,2299732,42,Silver,1,6515,15,Credit Card,1,5537.75,1670,3867.75,,2033-02-22,Feb,2
50249,11249,Instagram Ads,Retention,329,21,19155,7973,Desktop,Morning,0.4162359697206995,64,Female,Tier 2,Single,0,2835161,24,Silver,1,2005,5,COD,0,1904.75,329,1575.75,,2033-03-09,Mar,3
50250,11250,Email,Awareness,360,6,78272,5616,Mobile,Morning,0.0717497955846279,33,Male,Tier 1,Single,1,1098767,43,Gold,0,22118,0,UPI,1,0.0,360,-360.0,>10L,2033-03-24,Mar,3
50251,11251,Google Ads,Awareness,1853,9,78658,5896,Mobile,Evening,0.0749574105621805,37,Male,Tier 2,Single,1,295393,84,Bronze,0,10178,20,Credit Card,0,0.0,1853,-1853.0,<3L,2033-04-08,Apr,4
50252,11252,Google Ads,Conversion,1570,15,40218,3008,Mobile,Morning,0.0747923815207121,47,Male,Tier 1,Married,0,962169,18,Bronze,0,22692,0,Debit Card,0,0.0,1570,-1570.0,6-10L,2033-04-23,Apr,4
50253,11253,SMS,Conversion,1784,23,47298,5148,Mobile,Morning,0.1088418114930863,53,Male,Tier 1,Single,0,1369666,47,Gold,1,5920,10,Debit Card,0,5328.0,1784,3544.0,>10L,2033-05-08,May,5
50254,11254,Email,Conversion,1883,24,6802,3407,Mobile,Morning,0.5008820935019112,64,Male,Tier 1,Married,0,2596255,3,Silver,1,10866,0,Debit Card,0,10866.0,1883,8983.0,,2033-05-23,May,5
50255,11255,SMS,Awareness,1608,4,100745,436,Mobile,Night,0.0043277582013995,54,Male,Tier 1,Married,0,2950058,10,Silver,1,2380,15,Credit Card,1,2023.0,1608,415.0,,2033-06-07,Jun,6
50256,11256,Email,Conversion,380,13,64912,4919,Mobile,Evening,0.0757795168843973,29,Female,Tier 1,Single,1,2540316,79,Bronze,0,22029,0,Debit Card,0,0.0,380,-380.0,,2033-06-22,Jun,6
50257,11257,Instagram Ads,Awareness,106,11,106685,8242,Mobile,Afternoon,0.0772554717157988,51,Female,Tier 1,Single,0,1833329,48,Gold,1,12406,20,COD,1,9924.8,106,9818.8,>10L,2033-07-07,Jul,7
50258,11258,Email,Awareness,1614,4,85027,8039,Mobile,Evening,0.0945464381902219,54,Male,Tier 2,Single,0,1035284,51,Silver,1,19115,0,Credit Card,0,19115.0,1614,17501.0,>10L,2033-07-22,Jul,7
50259,11259,Email,Awareness,1784,14,6418,1521,Mobile,Afternoon,0.2369897164225615,36,Male,Tier 3,Married,0,2531663,30,Bronze,1,8004,20,UPI,0,6403.200000000001,1784,4619.200000000001,,2033-08-06,Aug,8
50260,11260,Email,Awareness,784,22,57895,8883,Mobile,Night,0.1534329389411866,43,Male,Tier 2,Single,1,1848973,33,Silver,0,17383,10,COD,0,0.0,784,-784.0,>10L,2033-08-21,Aug,8
50261,11261,Google Ads,Retention,1761,14,56963,880,Mobile,Morning,0.0154486245457577,55,Female,Tier 1,Married,1,533406,54,Platinum,0,2551,0,UPI,1,0.0,1761,-1761.0,3-6L,2033-09-05,Sep,9
50262,11262,SMS,Retention,110,5,15592,1891,Desktop,Morning,0.1212801436634171,33,Male,Tier 1,Married,0,319134,79,Bronze,1,10900,0,Credit Card,1,10900.0,110,10790.0,3-6L,2033-09-20,Sep,9
50263,11263,Email,Awareness,1101,23,70714,6178,Mobile,Night,0.0873660095596345,25,Male,Tier 1,Married,1,1696577,80,Platinum,0,21809,0,COD,1,0.0,1101,-1101.0,>10L,2033-10-05,Oct,10
50264,11264,Influencer,Conversion,592,9,35638,6038,Desktop,Evening,0.1694258937089623,41,Female,Tier 3,Married,1,2799582,64,Platinum,0,20152,15,Credit Card,1,0.0,592,-592.0,,2033-10-20,Oct,10
50265,11265,Google Ads,Awareness,1683,16,16299,1114,Mobile,Afternoon,0.0683477513957911,64,Male,Tier 3,Married,0,2105318,84,Gold,1,4578,15,Credit Card,0,3891.3,1683,2208.3,,2033-11-04,Nov,11
50266,11266,Email,Awareness,1318,5,112374,487,Mobile,Afternoon,0.0043337426806912,39,Male,Tier 2,Single,1,2554811,75,Silver,0,5878,15,Debit Card,1,0.0,1318,-1318.0,,2033-11-19,Nov,11
50267,11267,SMS,Awareness,1466,9,27187,400,Mobile,Night,0.0147129142604921,42,Male,Tier 1,Single,0,250776,65,Silver,0,20052,10,Debit Card,0,0.0,1466,-1466.0,<3L,2033-12-04,Dec,12
50268,11268,Google Ads,Retention,1290,25,36004,1057,Desktop,Morning,0.0293578491278746,43,Male,Tier 3,Single,0,1090416,16,Bronze,0,12117,20,UPI,1,0.0,1290,-1290.0,>10L,2033-12-19,Dec,12
50269,11269,Influencer,Conversion,1960,24,27193,2226,Mobile,Night,0.0818593020262567,39,Female,Tier 1,Single,0,1521917,24,Gold,0,23984,10,Credit Card,0,0.0,1960,-1960.0,>10L,2034-01-03,Jan,1
50270,11270,Email,Conversion,1660,14,71252,4854,Desktop,Afternoon,0.068124403525515,26,Female,Tier 2,Single,0,1075674,40,Bronze,0,24205,5,Credit Card,1,0.0,1660,-1660.0,>10L,2034-01-18,Jan,1
50271,11271,Google Ads,Awareness,917,10,39256,7092,Mobile,Night,0.1806602812308946,60,Female,Tier 2,Married,0,1605953,31,Silver,0,15592,0,UPI,0,0.0,917,-917.0,>10L,2034-02-02,Feb,2
50272,11272,Google Ads,Retention,570,29,58450,8907,Mobile,Evening,0.1523866552609067,26,Female,Tier 1,Married,1,1179437,7,Silver,0,10745,0,Credit Card,0,0.0,570,-570.0,>10L,2034-02-17,Feb,2
50273,11273,Instagram Ads,Conversion,218,25,56764,6882,Mobile,Night,0.1212388133323937,26,Female,Tier 2,Married,0,2509287,71,Platinum,0,18617,15,Credit Card,0,0.0,218,-218.0,,2034-03-04,Mar,3
50274,11274,Instagram Ads,Conversion,1467,7,49138,7240,Desktop,Night,0.1473401440840083,27,Female,Tier 1,Single,0,268602,32,Platinum,0,24481,0,UPI,0,0.0,1467,-1467.0,<3L,2034-03-19,Mar,3
50275,11275,Instagram Ads,Retention,1748,23,22251,4340,Desktop,Evening,0.1950474135993888,52,Female,Tier 2,Single,1,1655710,67,Silver,0,14084,0,Credit Card,1,0.0,1748,-1748.0,>10L,2034-04-03,Apr,4
50276,11276,Email,Conversion,1810,27,37649,8628,Mobile,Morning,0.2291694334510876,50,Male,Tier 1,Single,1,1124338,5,Silver,0,11711,5,Credit Card,1,0.0,1810,-1810.0,>10L,2034-04-18,Apr,4
50277,11277,Instagram Ads,Conversion,109,6,2266,312,Desktop,Night,0.1376875551632833,37,Female,Tier 1,Married,0,2246545,37,Gold,0,547,15,COD,0,0.0,109,-109.0,,2034-05-03,May,5
50278,11278,Email,Awareness,1396,8,62549,3092,Mobile,Morning,0.0494332443364402,63,Male,Tier 1,Married,1,2659970,80,Silver,0,7149,15,Credit Card,1,0.0,1396,-1396.0,,2034-05-18,May,5
50279,11279,Google Ads,Conversion,390,12,61022,4762,Mobile,Night,0.0780374291239225,25,Male,Tier 3,Single,1,569482,88,Bronze,0,11726,20,UPI,0,0.0,390,-390.0,3-6L,2034-06-02,Jun,6
50280,11280,Influencer,Retention,545,6,6392,8699,Mobile,Morning,1.0,59,Male,Tier 2,Married,0,2099327,58,Bronze,0,22865,15,Credit Card,0,0.0,545,-545.0,,2034-06-17,Jun,6
50281,11281,SMS,Conversion,1489,19,115695,4991,Mobile,Afternoon,0.0431392886468732,34,Female,Tier 1,Single,0,799677,9,Silver,0,15180,10,Credit Card,0,0.0,1489,-1489.0,6-10L,2034-07-02,Jul,7
50282,11282,Instagram Ads,Awareness,1887,7,8779,2340,Mobile,Night,0.2665451645973345,23,Female,Tier 2,Married,1,1749597,73,Silver,1,18759,20,UPI,0,15007.2,1887,13120.2,>10L,2034-07-17,Jul,7
50283,11283,Influencer,Awareness,1993,11,116774,3100,Mobile,Night,0.0265470053265281,33,Female,Tier 1,Single,0,1682528,62,Bronze,0,9277,20,UPI,1,0.0,1993,-1993.0,>10L,2034-08-01,Aug,8
50284,11284,Influencer,Conversion,505,7,108641,3271,Mobile,Night,0.030108338472584,45,Male,Tier 1,Single,0,1152028,13,Bronze,1,9635,0,COD,1,9635.0,505,9130.0,>10L,2034-08-16,Aug,8
50285,11285,Email,Retention,862,20,1020,7590,Mobile,Night,1.0,48,Female,Tier 2,Married,0,2446995,25,Bronze,1,9945,0,UPI,1,9945.0,862,9083.0,,2034-08-31,Aug,8
50286,11286,SMS,Conversion,1999,8,75143,1884,Desktop,Evening,0.0250721956802363,37,Female,Tier 3,Single,0,1362378,93,Silver,1,12117,15,UPI,0,10299.45,1999,8300.449999999999,>10L,2034-09-15,Sep,9
50287,11287,Influencer,Awareness,954,26,108012,4232,Mobile,Night,0.0391808317594341,26,Female,Tier 1,Married,1,2359483,42,Bronze,1,3808,0,COD,1,3808.0,954,2854.0,,2034-09-30,Sep,9
50288,11288,Email,Retention,244,8,49744,5106,Mobile,Morning,0.1026455451913798,61,Female,Tier 3,Married,1,705506,50,Bronze,0,24643,15,Debit Card,0,0.0,244,-244.0,6-10L,2034-10-15,Oct,10
50289,11289,Influencer,Retention,1876,25,19646,7665,Mobile,Night,0.3901557568970782,50,Female,Tier 2,Single,0,1372878,3,Gold,0,12949,0,Credit Card,0,0.0,1876,-1876.0,>10L,2034-10-30,Oct,10
50290,11290,Influencer,Conversion,1162,5,23345,4135,Mobile,Morning,0.1771257228528593,30,Male,Tier 3,Married,1,387352,78,Bronze,1,24047,10,UPI,0,21642.3,1162,20480.3,3-6L,2034-11-14,Nov,11
50291,11291,Influencer,Awareness,1550,22,3749,472,Mobile,Morning,0.125900240064017,60,Male,Tier 2,Single,0,2436088,83,Silver,0,18758,0,UPI,0,0.0,1550,-1550.0,,2034-11-29,Nov,11
50292,11292,Email,Conversion,766,28,53686,8649,Mobile,Night,0.1611034534142979,35,Male,Tier 1,Single,1,2765811,37,Silver,1,14341,0,COD,0,14341.0,766,13575.0,,2034-12-14,Dec,12
50293,11293,Google Ads,Awareness,1871,11,76853,1792,Mobile,Evening,0.0233172420074688,27,Female,Tier 2,Single,1,983853,55,Bronze,0,2059,0,COD,0,0.0,1871,-1871.0,6-10L,2034-12-29,Dec,12
50294,11294,SMS,Awareness,854,18,9698,4092,Mobile,Afternoon,0.4219426685914622,23,Male,Tier 1,Single,0,1219316,61,Silver,0,17770,5,COD,0,0.0,854,-854.0,>10L,2035-01-13,Jan,1
50295,11295,Email,Conversion,304,21,19092,1723,Mobile,Morning,0.0902472239681542,58,Male,Tier 2,Married,0,391320,48,Silver,0,21351,0,COD,0,0.0,304,-304.0,3-6L,2035-01-28,Jan,1
50296,11296,Google Ads,Conversion,916,11,103723,6271,Mobile,Morning,0.0604591074303674,43,Female,Tier 3,Single,0,2171462,39,Platinum,0,22654,15,Credit Card,0,0.0,916,-916.0,,2035-02-12,Feb,2
50297,11297,Google Ads,Conversion,99,9,119467,5502,Mobile,Afternoon,0.0460545589995563,30,Female,Tier 1,Single,1,2097453,75,Platinum,0,21663,15,UPI,0,0.0,99,-99.0,,2035-02-27,Feb,2
50298,11298,SMS,Awareness,1297,11,2968,1505,Mobile,Morning,0.5070754716981132,56,Male,Tier 3,Married,0,2245929,58,Silver,0,20991,0,UPI,1,0.0,1297,-1297.0,,2035-03-14,Mar,3
50299,11299,SMS,Awareness,1069,15,5044,6154,Desktop,Morning,1.0,36,Female,Tier 2,Married,0,1912835,58,Bronze,1,7449,15,Credit Card,1,6331.65,1069,5262.65,>10L,2035-03-29,Mar,3
50300,11300,Email,Retention,1945,4,14265,1408,Mobile,Morning,0.0987031195233087,41,Male,Tier 1,Married,1,702670,25,Silver,1,4726,20,COD,0,3780.8,1945,1835.8,6-10L,2035-04-13,Apr,4
50301,11301,Email,Awareness,815,5,64812,8604,Mobile,Evening,0.1327531938529902,53,Female,Tier 2,Married,1,274531,26,Bronze,0,6104,0,Credit Card,1,0.0,815,-815.0,<3L,2035-04-28,Apr,4
50302,11302,Email,Conversion,1393,7,81707,3730,Mobile,Morning,0.0456509234214938,56,Male,Tier 1,Married,0,2217405,30,Silver,0,15483,10,Credit Card,0,0.0,1393,-1393.0,,2035-05-13,May,5
50303,11303,Google Ads,Conversion,1010,8,28792,3762,Mobile,Morning,0.1306612948041122,42,Female,Tier 1,Married,0,2421662,80,Bronze,0,22893,0,Credit Card,0,0.0,1010,-1010.0,,2035-05-28,May,5
50304,11304,Google Ads,Awareness,1131,16,79444,729,Mobile,Night,0.0091762751120286,27,Female,Tier 1,Married,0,1941392,50,Bronze,0,14231,15,Debit Card,0,0.0,1131,-1131.0,>10L,2035-06-12,Jun,6
50305,11305,Influencer,Awareness,1444,12,7279,6904,Mobile,Morning,0.948481934331639,41,Male,Tier 1,Single,1,2638352,53,Gold,0,7329,0,Debit Card,1,0.0,1444,-1444.0,,2035-06-27,Jun,6
50306,11306,Email,Conversion,286,24,96127,1977,Mobile,Evening,0.0205665421785762,21,Male,Tier 2,Married,1,2108301,65,Gold,0,1986,15,Debit Card,0,0.0,286,-286.0,,2035-07-12,Jul,7
50307,11307,Google Ads,Conversion,968,28,15711,1595,Mobile,Morning,0.1015212271656801,41,Male,Tier 2,Single,0,2432947,57,Silver,0,17766,0,Credit Card,0,0.0,968,-968.0,,2035-07-27,Jul,7
50308,11308,Instagram Ads,Awareness,1795,25,58102,5561,Mobile,Afternoon,0.0957109910157998,54,Male,Tier 2,Married,0,2105006,8,Platinum,0,16301,0,COD,0,0.0,1795,-1795.0,,2035-08-11,Aug,8
50309,11309,Google Ads,Awareness,1098,23,100123,3421,Mobile,Afternoon,0.0341679733927269,42,Female,Tier 3,Single,1,1953226,47,Bronze,0,20424,20,UPI,1,0.0,1098,-1098.0,>10L,2035-08-26,Aug,8
50310,11310,Email,Conversion,1736,19,49540,2893,Mobile,Afternoon,0.0583972547436415,23,Male,Tier 1,Single,0,590856,25,Bronze,1,9337,20,Credit Card,0,7469.6,1736,5733.6,3-6L,2035-09-10,Sep,9
50311,11311,Influencer,Awareness,1959,11,49914,2443,Mobile,Afternoon,0.0489441839964739,32,Male,Tier 2,Single,0,1744781,24,Silver,1,13037,20,Credit Card,0,10429.6,1959,8470.6,>10L,2035-09-25,Sep,9
50312,11312,Instagram Ads,Conversion,937,18,65942,536,Desktop,Morning,0.008128355221255,32,Male,Tier 1,Single,0,2970539,67,Silver,0,21927,0,Credit Card,0,0.0,937,-937.0,,2035-10-10,Oct,10
50313,11313,Influencer,Retention,1595,16,8404,8655,Desktop,Morning,1.0,57,Male,Tier 2,Single,1,2426895,39,Silver,0,22473,10,COD,0,0.0,1595,-1595.0,,2035-10-25,Oct,10
50314,11314,SMS,Retention,347,9,114252,5482,Mobile,Afternoon,0.0479816545881034,29,Male,Tier 1,Single,0,1910133,41,Bronze,0,18691,15,Debit Card,0,0.0,347,-347.0,>10L,2035-11-09,Nov,11
50315,11315,SMS,Conversion,1881,4,8094,8341,Mobile,Afternoon,1.0,64,Male,Tier 1,Married,1,2608333,56,Gold,0,4887,10,COD,0,0.0,1881,-1881.0,,2035-11-24,Nov,11
50316,11316,Email,Conversion,615,26,27828,6629,Mobile,Night,0.2382133103349144,28,Female,Tier 1,Single,0,1000321,29,Bronze,0,19287,10,COD,0,0.0,615,-615.0,>10L,2035-12-09,Dec,12
50317,11317,Influencer,Awareness,1235,14,90719,2032,Desktop,Afternoon,0.0223988359660049,28,Female,Tier 2,Married,1,485003,50,Bronze,0,22788,20,Debit Card,0,0.0,1235,-1235.0,3-6L,2035-12-24,Dec,12
50318,11318,Email,Conversion,1571,28,15639,7556,Mobile,Evening,0.4831510966174308,42,Female,Tier 3,Single,0,2231003,37,Bronze,0,7436,0,UPI,0,0.0,1571,-1571.0,,2036-01-08,Jan,1
50319,11319,Google Ads,Awareness,1771,29,45983,747,Mobile,Morning,0.0162451340712872,40,Male,Tier 2,Single,0,1107459,53,Gold,0,12242,15,UPI,1,0.0,1771,-1771.0,>10L,2036-01-23,Jan,1
50320,11320,Email,Retention,1486,12,56553,3385,Mobile,Afternoon,0.0598553569218255,60,Male,Tier 1,Single,0,2312244,25,Bronze,1,559,0,COD,0,559.0,1486,-927.0,,2036-02-07,Feb,2
50321,11321,Instagram Ads,Conversion,359,14,47587,7472,Mobile,Evening,0.1570176728938575,43,Male,Tier 2,Married,1,2658672,15,Platinum,0,4046,15,COD,0,0.0,359,-359.0,,2036-02-22,Feb,2
50322,11322,SMS,Conversion,633,14,91503,7473,Mobile,Afternoon,0.0816694534605422,56,Female,Tier 2,Married,1,2731575,32,Bronze,0,22420,20,Credit Card,0,0.0,633,-633.0,,2036-03-08,Mar,3
50323,11323,Email,Retention,592,11,33778,2658,Desktop,Night,0.0786902717745278,38,Male,Tier 3,Married,0,257143,47,Bronze,0,11495,5,Credit Card,0,0.0,592,-592.0,<3L,2036-03-23,Mar,3
50324,11324,Email,Conversion,1053,24,34936,3805,Mobile,Evening,0.1089134417220059,54,Female,Tier 3,Married,1,932995,63,Bronze,1,16708,15,Credit Card,0,14201.8,1053,13148.8,6-10L,2036-04-07,Apr,4
50325,11325,Instagram Ads,Retention,421,4,54057,374,Mobile,Afternoon,0.00691862293505,29,Male,Tier 1,Married,0,1565693,53,Silver,0,19313,5,COD,1,0.0,421,-421.0,>10L,2036-04-22,Apr,4
50326,11326,SMS,Conversion,1622,23,82429,8792,Mobile,Night,0.1066614904948501,36,Female,Tier 1,Single,0,1414372,54,Bronze,1,7464,0,Debit Card,0,7464.0,1622,5842.0,>10L,2036-05-07,May,5
50327,11327,SMS,Awareness,1605,14,94048,7641,Mobile,Morning,0.0812457468526709,31,Female,Tier 2,Married,0,481265,94,Gold,1,19357,0,COD,1,19357.0,1605,17752.0,3-6L,2036-05-22,May,5
50328,11328,Google Ads,Retention,1982,20,47009,7172,Mobile,Morning,0.15256652981344,39,Male,Tier 2,Married,0,2913534,53,Gold,1,5420,0,Debit Card,1,5420.0,1982,3438.0,,2036-06-06,Jun,6
50329,11329,Instagram Ads,Conversion,1637,20,13232,6500,Mobile,Morning,0.4912333736396614,48,Male,Tier 3,Married,0,455702,7,Silver,1,6895,10,COD,0,6205.5,1637,4568.5,3-6L,2036-06-21,Jun,6
50330,11330,Google Ads,Awareness,716,5,118978,5090,Desktop,Morning,0.0427810183395249,38,Female,Tier 1,Married,0,1140388,87,Platinum,0,10843,15,COD,0,0.0,716,-716.0,>10L,2036-07-06,Jul,7
50331,11331,SMS,Awareness,550,3,25197,5186,Mobile,Afternoon,0.2058181529547168,47,Female,Tier 2,Single,0,1485456,23,Gold,1,15998,0,Credit Card,0,15998.0,550,15448.0,>10L,2036-07-21,Jul,7
50332,11332,Email,Retention,609,8,6543,2611,Mobile,Afternoon,0.3990524224361913,60,Male,Tier 1,Married,0,1238155,13,Bronze,0,8746,0,UPI,1,0.0,609,-609.0,>10L,2036-08-05,Aug,8
50333,11333,Influencer,Conversion,320,7,4564,614,Mobile,Night,0.1345311130587204,21,Male,Tier 1,Married,1,1920720,8,Bronze,1,5400,20,UPI,0,4320.0,320,4000.0,>10L,2036-08-20,Aug,8
50334,11334,Instagram Ads,Conversion,654,6,117813,4680,Mobile,Afternoon,0.0397239693412441,29,Female,Tier 2,Single,0,1050409,46,Silver,0,22634,20,COD,0,0.0,654,-654.0,>10L,2036-09-04,Sep,9
50335,11335,Email,Retention,842,28,63137,5735,Mobile,Morning,0.0908342176536737,34,Female,Tier 1,Married,1,1486217,37,Bronze,1,13362,10,Credit Card,0,12025.8,842,11183.8,>10L,2036-09-19,Sep,9
50336,11336,Instagram Ads,Conversion,1493,7,94362,1190,Mobile,Morning,0.0126110086687437,45,Female,Tier 3,Single,0,1120040,10,Bronze,0,17613,0,Credit Card,0,0.0,1493,-1493.0,>10L,2036-10-04,Oct,10
50337,11337,SMS,Conversion,211,6,2433,1353,Mobile,Night,0.5561035758323057,33,Female,Tier 3,Single,0,396656,51,Silver,0,5041,10,Credit Card,0,0.0,211,-211.0,3-6L,2036-10-19,Oct,10
50338,11338,Instagram Ads,Conversion,1170,4,86923,6142,Mobile,Evening,0.0706602395223358,55,Male,Tier 1,Single,1,320556,83,Gold,0,3373,5,UPI,0,0.0,1170,-1170.0,3-6L,2036-11-03,Nov,11
50339,11339,SMS,Awareness,601,11,106348,3003,Mobile,Night,0.0282374844848986,24,Female,Tier 3,Single,1,1017298,92,Silver,1,10913,0,Debit Card,0,10913.0,601,10312.0,>10L,2036-11-18,Nov,11
50340,11340,SMS,Awareness,1352,4,19173,3942,Mobile,Afternoon,0.2056016272883742,53,Male,Tier 1,Married,0,2923231,17,Gold,0,6220,15,Debit Card,0,0.0,1352,-1352.0,,2036-12-03,Dec,12
50341,11341,Google Ads,Awareness,1005,14,117807,6804,Mobile,Night,0.0577554814230054,47,Male,Tier 1,Married,0,2414805,58,Silver,0,19114,5,Debit Card,0,0.0,1005,-1005.0,,2036-12-18,Dec,12
50342,11342,SMS,Awareness,395,9,67660,3772,Mobile,Afternoon,0.0557493349098433,38,Female,Tier 3,Single,1,1549511,4,Bronze,1,17930,0,Debit Card,0,17930.0,395,17535.0,>10L,2037-01-02,Jan,1
50343,11343,Influencer,Awareness,1371,19,30473,4345,Mobile,Morning,0.1425852393922488,32,Female,Tier 1,Married,0,1393223,3,Platinum,1,16450,0,Debit Card,0,16450.0,1371,15079.0,>10L,2037-01-17,Jan,1
50344,11344,Email,Awareness,1422,17,9446,5078,Mobile,Evening,0.5375820453101842,22,Male,Tier 1,Married,1,628402,49,Bronze,1,6473,15,UPI,0,5502.05,1422,4080.05,6-10L,2037-02-01,Feb,2
50345,11345,Instagram Ads,Retention,272,15,56947,964,Mobile,Night,0.016928020791262,58,Female,Tier 3,Single,1,1293427,54,Bronze,0,11291,15,Credit Card,1,0.0,272,-272.0,>10L,2037-02-16,Feb,2
50346,11346,SMS,Awareness,273,28,111062,7521,Desktop,Afternoon,0.0677189317678413,58,Female,Tier 1,Married,0,2308036,34,Bronze,0,4057,15,COD,0,0.0,273,-273.0,,2037-03-03,Mar,3
50347,11347,Influencer,Conversion,992,17,108765,8505,Mobile,Afternoon,0.0781961108812577,30,Female,Tier 2,Married,0,788883,30,Silver,0,8134,15,COD,1,0.0,992,-992.0,6-10L,2037-03-18,Mar,3
50348,11348,Influencer,Awareness,526,26,15814,6410,Mobile,Night,0.4053370431263437,48,Male,Tier 3,Single,1,2252017,31,Silver,0,15872,15,COD,1,0.0,526,-526.0,,2037-04-02,Apr,4
50349,11349,Influencer,Conversion,1176,8,81999,4448,Mobile,Morning,0.054244563958097,40,Male,Tier 1,Single,0,1556658,7,Bronze,1,6125,0,COD,0,6125.0,1176,4949.0,>10L,2037-04-17,Apr,4
50350,11350,Influencer,Awareness,1284,7,91632,7398,Mobile,Afternoon,0.0807359874279727,64,Female,Tier 1,Single,0,2061939,49,Platinum,0,18506,10,Credit Card,0,0.0,1284,-1284.0,,2037-05-02,May,5
50351,11351,SMS,Awareness,807,12,21561,7719,Desktop,Afternoon,0.3580075135661611,41,Female,Tier 2,Married,0,2698995,85,Bronze,1,4378,10,UPI,0,3940.2,807,3133.2,,2037-05-17,May,5
50352,11352,Instagram Ads,Awareness,1733,23,35957,6490,Mobile,Evening,0.1804933670773423,23,Male,Tier 2,Single,1,1244380,83,Platinum,0,16917,0,COD,0,0.0,1733,-1733.0,>10L,2037-06-01,Jun,6
50353,11353,SMS,Conversion,133,17,88935,1342,Desktop,Afternoon,0.0150896722325293,29,Male,Tier 3,Single,0,2865126,21,Gold,0,2950,0,Debit Card,1,0.0,133,-133.0,,2037-06-16,Jun,6
50354,11354,Google Ads,Awareness,680,21,66677,5130,Mobile,Afternoon,0.0769380745984372,41,Female,Tier 2,Single,0,646053,8,Bronze,0,23590,5,Credit Card,0,0.0,680,-680.0,6-10L,2037-07-01,Jul,7
50355,11355,Email,Conversion,1104,5,72108,4376,Mobile,Morning,0.0606867476562933,31,Male,Tier 1,Single,0,1124649,38,Bronze,1,6169,15,COD,1,5243.65,1104,4139.65,>10L,2037-07-16,Jul,7
50356,11356,Email,Awareness,1476,6,26260,4776,Mobile,Night,0.1818735719725818,53,Male,Tier 2,Married,1,1768905,27,Bronze,1,23699,0,Credit Card,0,23699.0,1476,22223.0,>10L,2037-07-31,Jul,7
50357,11357,Influencer,Retention,1475,18,43471,5197,Mobile,Morning,0.1195509650111568,23,Male,Tier 2,Married,1,2336251,24,Silver,0,24016,0,COD,1,0.0,1475,-1475.0,,2037-08-15,Aug,8
50358,11358,Google Ads,Conversion,1595,29,118794,7422,Mobile,Night,0.0624779029243901,43,Female,Tier 2,Single,1,2943766,40,Bronze,0,650,5,Credit Card,1,0.0,1595,-1595.0,,2037-08-30,Aug,8
50359,11359,Email,Retention,596,24,49646,3176,Desktop,Evening,0.0639729283325947,24,Female,Tier 3,Married,0,319919,9,Platinum,1,16691,15,UPI,0,14187.35,596,13591.35,3-6L,2037-09-14,Sep,9
50360,11360,Influencer,Retention,785,17,55564,199,Mobile,Afternoon,0.0035814556187459,62,Male,Tier 3,Married,0,1486745,95,Bronze,0,24517,0,UPI,1,0.0,785,-785.0,>10L,2037-09-29,Sep,9
50361,11361,Instagram Ads,Conversion,371,5,4299,5040,Mobile,Night,1.0,49,Female,Tier 1,Married,1,516113,15,Gold,0,8720,0,Credit Card,1,0.0,371,-371.0,3-6L,2037-10-14,Oct,10
50362,11362,Email,Retention,1369,4,49882,8599,Mobile,Morning,0.1723868329257046,36,Female,Tier 1,Married,0,2660975,86,Bronze,0,22747,15,UPI,0,0.0,1369,-1369.0,,2037-10-29,Oct,10
